finished,responseid,lead_swm,lead_swm_o,swm_satisfaction,wtp1,wtp2,wtp3,wtp4,wtp5,wtp6,wtp7,wtp8,wtp9,wtp10,wtp11,wtp12,wtp13,wtp14,wtp15,wtp16,wtp17,wtp18,wtp19,wtp20,wtp21,wtp22,wtp23,wtp24,wtp25,wtp26,wtp27,wtp28,wtp29,wtp30,wtp31,wtp32,wtp33,wtp34,wtp35,wtp36,publ_educ,nat_env,crime_prev,housing,unempl_pov,health_serv,foodsec,pp_other,pp_other_txt,pp_pnts,water_poll,air_poll,deforestation,soil_deg,env_swm,biodiv_loss,climate_ch,env_other,env_other_txt,env_pnts,impact_swm,effects_swm,effects_swm_o,frequency,frequency_o,engagement,w3,village,gender,d3,age,educ,employ,employ_o,religion,religion_o,d7,yrs_cape,d8,yrs_house,hh_position,hh_position_om,hh_position_of,ownership,ownership_o,d11,buildings,d12,people,income,household_id,z1,ns_bid1,s_bid1,ns_bid2,s_bid2,response_ns_bid1,response_s_bid1,response_ns_bid2,response_s_bid2
True,R_1lg9Ft3Op9F59MJ,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,2,6,5,2,9,2,14,0,,0,7,2,8,5,6,4,8,0,,0,Yes,"Spread of diseases,Health issues,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,Disease prevention. Clean and better community,Katukumala,Male,Please state the age in completed years of life,31,Secondary education ,Other (please specify):,Working for a certain  private clinic ,Islam ,,Please enter amount as a number,20,Please enter amount as a number,2,Male head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"50,001 to 75,000",,No comment ,3000,3000,6000,6000,1,1,0,0
True,R_2ToaDFN2DHerOGS,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,40,10,10,0,0,0,20,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,Prefer not to say, Clean homes. Clean air ,Kafukuta,Female,Please state the age in completed years of life,14,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,.5,Please enter amount as a number,.5,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,9,"25,001 to 50,000",,,2000,2000,1000,1000,0,0,0,0
True,R_3G255MYzOwL0mg7,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,0,0,0,0,0,15,25,0,,0,14,0,0,10,16,0,0,0,,0,Yes,"Spread of diseases,Economic impact,Decrease of tourism",,Every day,,I do not want do engage in solid waste management,Cleanliness. Hygiene. Prevention of diseases ,Chembe,Female,Please state the age in completed years of life,18,Secondary education ,Self-employed,,Christianity,,All my life,,Please enter amount as a number,18,Daughter of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,3,"50,001 to 75,000",,Thanks for the visit because it's one way of encouraging us more about health and hygiene issues ,2500,2500,1250,1250,0,0,1,1
True,R_3mawkeniTqyKjmJ,Female head of HH,,Somewhat satisfied,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,5,9,7,3,0,0,,0,9,7,8,5,9,2,0,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,55,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,14,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,2,"Less than 25,000",,None,500,500,250,250,0,0,0,0
True,R_3e2KOosuK7YRbjB,Mother of head of HH,,Extremely dissatisfied,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,4,0,8,6,0,,0,8,5,7,0,10,5,5,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Decrease of tourism,Loss of biodiversity ",,Every day,,I would be willing to contribute my time,Clean homes. Clean air ,Kafukuta,Female,Please state the age in completed years of life,32,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"50,001 to 75,000",,,500,500,1000,1000,1,1,0,0
True,R_2WT2lrqQgcPF6gG,Mother of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,4,9,5,2,0,10,10,0,,0,15,10,0,0,5,4,6,0,,0,Yes,"Water pollution,Air pollution,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Clean homes. Clean air ,Kafukuta,Female,Please state the age in completed years of life,43,Secondary education ,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,3,"100,001 to 125,000",,,3000,3000,6000,6000,1,1,1,1
True,R_215IsDwT8mX8hAb,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,No,,,,,,,,,,,,,,0,0,0,0,23,0,17,0,,0,9,0,0,23,8,0,0,0,,0,Yes,"Spread of diseases,Health issues,Economic impact,Decrease of tourism",,Every day,,I would be willing to contribute my time,Beautification. Cleanliness. Prevention of diseases ,Chembe,Female,Please state the age in completed years of life,42,Primary education,Private sector,,Islam ,,All my life,,Please enter amount as a number,24,Mother of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,4,"Less than 25,000",,Sicking for incinerator so us to prevent diseases and have good health conditions ,2000,2000,4000,1000,1,0,1,0
True,R_31oAodZe8Ijhhws,Daughter of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,10,0,10,0,0,10,10,0,,0,15,10,10,0,5,0,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean homes. Clean air ,Kafukuta,Female,Please state the age in completed years of life,20,Secondary education ,Unemployed,,Islam ,,All my life,,All my life,,Daughter of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,7,"150,001 to 175,000",,,1500,1500,750,750,0,0,0,0
True,R_3k6BdEsTeIiHTgP,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,7,6,4,5,4,7,7,0,-,0,5,5,5,5,5,5,5,5,-,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,23,Primary education,Unemployed,,Islam ,,Please enter amount as a number,8,Please enter amount as a number,8,Female head of HH,,,Owner,,Please enter amount as a number,20,Please enter amount as a number,11,"200,001 to 225,000",,,2500,2500,1250,1250,0,0,0,0
True,R_1ozotfIbws8Itb2,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,9,0,0,15,16,0,0,0,,0,Yes,"Spread of diseases,Health issues,Decrease of tourism",,Every day,,I do not want do engage in solid waste management,Hygienic. Cleanliness ,Chembe,Female,Please state the age in completed years of life,38,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,13,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"25,001 to 50,000",,Thanks for visiting us,2000,2000,1000,1000,0,0,0,0
True,R_1LYSWfB4hICQaUo,Male head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,40,0,0,0,,0,6,7,0,23,4,0,0,0,,0,Yes,Spread of diseases,,Other (please specify): ,3 days aweek,I would be willing to contribute my time,Healthy people,Muonda,Male,Please state the age in completed years of life,54,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,21,Male head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,Prefer not to say,,None,1000,1000,2000,2000,1,1,1,1
True,R_3HFfTWNoG5XZTgl,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,3,4,8,6,9,0,,0,6,2,10,6,7,3,6,0,,0,Yes,Other (please specify):,Harm people and soil degradation ,Bi-weekly / twice a week,,I would be willing to contribute my time,Beautiful community. Increase  in tourist attraction. Clean water. Clean air,Katukumala,Female,Please state the age in completed years of life,28,Secondary education ,Government employee,,Christianity,,Please enter amount as a number,20,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"50,001 to 75,000",,Proper waste management can transform our community  to clean and safe area,1000,1000,2000,500,1,0,0,1
True,R_3qECur3gdTsfYUV,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,6,6,6,6,6,3,7,0,,0,5,10,3,4,4,10,4,0,,0,Yes,Health issues,,Bi-weekly / twice a week,,I would be willing to contribute my time,health life ,Katukumala,Female,Please state the age in completed years of life,40,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,6,"100,001 to 125,000",,,3000,3000,1500,1500,0,0,0,0
True,R_3KTUHIbPPl0Iren,Female head of HH,,Neither satisfied nor dissatisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,4,16,7,5,0,,0,0,5,14,8,6,0,7,0,,0,Yes,Spread of diseases,,Every day,,I would be willing to contribute my time,Clean community,Katukumala,Female,Please state the age in completed years of life,23,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,5,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,Prefer not to say,,None,1000,1000,2000,2000,1,1,1,1
True,R_1GK3hRSj6vQh8OI,Mother of head of HH,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,4,6,5,4,8,2,11,0,,0,5,0,0,13,16,0,6,0,,0,Yes,"Spread of diseases,Health issues,Economic impact",,Once a week,,I do not want do engage in solid waste management,Good health. Beautification. Good Hygiene ,Chembe,Female,Please state the age in completed years of life,28,Primary education,Other (please specify):,Fisherman,Christianity,,All my life,,Please enter amount as a number,10,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,6,"25,001 to 50,000",,Thanks for visit it helps us to know more about managing the wastes ,2500,2500,1250,1250,0,0,1,1
True,R_Wj07uLTAhUeInGV,Female head of HH,,Extremely satisfied,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,3,4,10,2,10,0,,0,6,3,6,8,6,6,5,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to pay a fee,Clean environment. Disease prevention ,Nkhono,Female,Please state the age in completed years of life,23,Primary education,Unemployed,,Traditional African Religion ,,Please enter amount as a number,8,Please enter amount as a number,5,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"Less than 25,000",,No comment ,500,500,1000,250,1,0,0,1
True,R_24d7KEduguXfWID,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,10,4,4,6,6,5,5,0,-,0,4,6,7,3,6,8,3,3,-,0,Yes,"Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,tourism attraction,Katukumala,Female,Please state the age in completed years of life,43,Primary education,Unemployed,,Islam ,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,"75,001 to 100,000",,,1500,1500,3000,3000,1,1,1,1
True,R_2TXgG1zEeGEdMz8,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,Yes,,No,No,No,,,,,,,,,,,,,,,,,,,,2,3,0,6,3,6,20,0,,0,13,0,10,8,9,0,0,0,,0,Yes,Other (please specify):,Loss of soil fertility as plastics dont decompose,Other (please specify): ,Once a month,I would be willing to contribute my time,"Clean community,soil fertility will be improved due to waste management services",Katukumala,Female,Please state the age in completed years of life,23,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,6,Please enter amount as a number,6,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"75,001 to 100,000",,None,1500,1500,3000,750,1,0,0,0
True,R_T5dU14SGzmVpD4B,Mother of head of HH,,Extremely satisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,,0,0,0,0,35,5,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact",,Once a week,,I would be willing to contribute my time,Good health ,Chembe,Female,Please state the age in completed years of life,55,No education,Unemployed,,Christianity,,Please enter amount as a number,3,Please enter amount as a number,30,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,6,"Less than 25,000",,Thanks this may improve good  sanitation  and health ,1000,1000,500,500,0,0,0,0
True,R_2c6gzzs80fxIfDJ,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,0,0,0,0,40,0,,0,0,0,0,35,0,0,5,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Once a week,,I do not want do engage in solid waste management,Good hygiene ,Chembe,Female,Prefer not to say,,No education,Unemployed,,Islam ,,Please enter amount as a number,7,Please enter amount as a number,3,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,6,"Less than 25,000",,Thanks ,2500,2500,1250,1250,0,0,0,0
True,R_1k19uLlA4fGSnbh,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,10,4,4,4,4,4,10,0,,0,3,5,6,7,5,8,6,0,-,0,Yes,"Health issues,Decrease of tourism",,Every day,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,42,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,7,"75,001 to 100,000",,,3000,3000,1500,1500,0,0,0,0
True,R_28UnEDZ1MbVEuit,Female head of HH,,Extremely satisfied,Prefer not to say,,,Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,11,5,17,0,,0,4,6,7,9,8,0,6,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Prefer not to say,,I would be willing to contribute my time,Clean community,Kafukuta,Female,Please state the age in completed years of life,27,Primary education,Unemployed,,Christianity,,Please enter amount as a number,1,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"50,001 to 75,000",,Cleanliness is good for healthy leaving,,,,,,,,
True,R_aaPd71okDQ07nFL,Daughter of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,2,7,5,3,9,3,11,0,,0,6,2,7,6,8,4,7,0,,0,Yes,"Water pollution,Spread of diseases",,Every day,,I do not want do engage in solid waste management,Disease prevention. Beautiful and safe environment. Better environment for tourists ,Nkhono,Female,Please state the age in completed years of life,86,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,18,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"25,001 to 50,000",,Proper waste management is required in our area ,2000,2000,1000,1000,0,0,1,1
True,R_3EYhg3LHPtnFUAW,Daughter of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,10,0,5,0,0,20,5,0,,0,20,5,0,0,10,5,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Decrease of tourism,Loss of biodiversity ",,Every day,,I would be willing to contribute my time,Clean homes. Clean air. Clean water for drinking ,Prefer not to say,Female,Please state the age in completed years of life,35,Secondary education ,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,6,"125,001 to 150,000",,,3000,3000,1500,1500,0,0,0,0
True,R_1LOPj8Xaxe5KD3m,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,0,0,13,0,27,0,,0,14,0,0,26,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Economic impact",,Once a week,,I would be willing to contribute my time,Cleanliness. Hygienic. Prevention of diseases ,Chembe,Female,Please state the age in completed years of life,26,No education,Unemployed,,Islam ,,Please enter amount as a number,2,Please enter amount as a number,2,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,3,"Less than 25,000",,Thanks for visiting us ,2500,2500,1250,1250,0,0,0,0
True,R_3O2KvwmTvoQ1Ocw,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,5,5,3,4,7,6,10,0,,0,6,6,6,7,5,5,5,0,-,0,Yes,"Air pollution,Spread of diseases,Health issues",,Every day,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,47,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"Less than 25,000",,,2000,2000,4000,4000,1,1,1,1
True,R_R9mKMhcHDnmLDUd,Mother of head of HH,,Extremely dissatisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,6,0,0,20,10,0,,0,8,5,20,0,7,0,0,0,,0,Yes,"Water pollution,Air pollution,Health issues,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Prevention of bad smells from decomposing matter ,Nkhono,Female,Please state the age in completed years of life,30,Secondary education ,Government employee,,Christianity,,Please enter amount as a number,20,Please enter amount as a number,20,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,5,"150,001 to 175,000",,,500,500,1000,1000,1,1,1,1
True,R_1dz6WlYoJJbNLx8,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,4,0,8,0,3,7,18,0,,0,6,5,13,0,9,0,7,0,,0,Yes,Spread of diseases,,Other (please specify): ,Once in a fortnight ,I would be willing to contribute my time,Clean community,Katukumala,Female,Please state the age in completed years of life,35,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,14,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"50,001 to 75,000",,None,1500,1500,3000,3000,1,1,0,0
True,R_27wbjqEOWUIYk9v,Daughter of head of HH,,Somewhat dissatisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,5,0,5,20,0,,0,15,5,10,0,5,0,5,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Once a week,,I would be willing to contribute my time,Clean homes. Clean air. Clean water,Nkhono,Female,Please state the age in completed years of life,25,Primary education,Unemployed,,Christianity,,Please enter amount as a number,2,Please enter amount as a number,2,Daughter of head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"100,001 to 125,000",,,1000,1000,2000,2000,1,1,1,1
True,R_332bKfEpciNLpNl,Mother of head of HH,,Extremely dissatisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,10,0,15,6,0,,0,7,15,2,0,6,6,4,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Once a week,,I would be willing to contribute my time,Clean homes. Clean air ,Nkhono,Female,Please state the age in completed years of life,38,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,"200,001 to 225,000",,,500,500,1000,1000,1,1,1,1
True,R_3I6pghOmUCEhBI5,Daughter of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,0,0,0,0,0,0,40,0,,0,0,0,0,40,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to pay a fee,Prevention of diseases. Hygiene in water ,Chembe,Female,Please state the age in completed years of life,25,Secondary education ,Government employee,,Islam ,,All my life,,All my life,,Daughter of head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,2,"More than 300,000",,Thanks for visiting us,3000,3000,6000,6000,1,1,0,0
True,R_1P1dw546sHJXtxS,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,0,5,5,6,7,9,8,0,-,0,5,6,5,6,4,6,4,4,-,0,Yes,"Air pollution,Spread of diseases,Economic impact",,Every day,,I would be willing to contribute my time,beautify cape maclear ,Katukumala,Female,Please state the age in completed years of life,20,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,4,"50,001 to 75,000",,,2000,2000,4000,4000,1,1,1,1
True,R_2sY1sy3WPn2eIOC,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,6,10,3,11,0,,0,10,0,7,14,6,0,3,0,,0,Yes,"Water pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,Disease prevention. Beautiful and safe environment ,Nkhono,Female,Please state the age in completed years of life,36,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,15,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,4,"175,001 to 200,000",,No comment ,1000,1000,2000,500,1,0,0,1
True,R_2Vsy18daS47FJoE,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,0,0,0,0,0,0,40,0,,0,0,0,0,0,0,0,40,0,,0,Yes,"Spread of diseases,Economic impact,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,Cleanliness. Hygiene beautification ,Chembe,Female,Please state the age in completed years of life,31,Primary education,Other (please specify):,Fisherman ,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,6,"Less than 25,000",,Thanks for the visit ,2500,2500,1250,1250,0,0,1,1
True,R_9tbMmOWCDyoNfZ7,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,6,7,3,1,5,10,8,0,-,0,6,8,8,6,8,2,2,0,-,0,Yes,Spread of diseases,,Every day,,I would be willing to contribute my time,prevention of diseases ,Katukumala,Female,Please state the age in completed years of life,19,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,2,"50,001 to 75,000",,,1500,1500,3000,3000,1,1,1,1
True,R_2fiLuKDztNSiGAl,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,0,6,4,0,3,16,11,0,,0,9,0,11,5,6,0,9,0,,0,Yes,Spread of diseases,,Once a week,,I would be willing to contribute my time,"Clean community,prevention",Katukumala,Female,Please state the age in completed years of life,25,Primary education,Unemployed,,Christianity,,Please enter amount as a number,8,Please enter amount as a number,1,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"25,001 to 50,000",,If the project is  to exist it will be better for the community,1500,1500,3000,3000,1,1,0,0
True,R_1CgruE6gc15c5bl,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,0,0,0,0,0,0,40,0,,0,0,0,0,0,0,0,40,0,,0,Yes,"Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Good health. Good air conditioning ,Chembe,Female,Please state the age in completed years of life,30,Primary education,Other (please specify):,Fisherman ,Christianity,,All my life,,Please enter amount as a number,8,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"Less than 25,000",,Thanks for visit ,3000,3000,1500,1500,0,0,0,0
True,R_3fUXrPgfMwdvrUd,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,3,7,0,8,10,2,10,0,,0,7,0,15,4,4,6,4,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,Disease prevention. Better environment for tourists ,Nkhono,Female,Please state the age in completed years of life,19,Secondary education ,Unemployed,,Christianity,,All my life,,Please enter amount as a number,19,Daughter of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,5,"150,001 to 175,000",,No comment ,2000,2000,4000,1000,1,0,0,1
True,R_2fDSQEBbamfRWDY,Male head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,8,5,4,3,7,10,3,0,-,0,6,7,7,5,5,10,0,0,-,0,Yes,"Water pollution,Air pollution",,Every day,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,43,Primary education,Unemployed,,Christianity,,Prefer not to say,,All my life,,Male head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,6,"150,001 to 175,000",,,1000,1000,2000,2000,1,1,1,1
True,R_1Cvvcq9IdkjYU2C,Daughter of head of HH,,Extremely dissatisfied,Yes,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,9,3,0,8,5,0,,0,11,5,6,0,10,8,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues",,Every day,,I would be willing to contribute my time,Clean water,Nkhono,Female,Please state the age in completed years of life,20,Primary education,Unemployed,,Christianity,,Please enter amount as a number,4,Please enter amount as a number,2,Daughter of head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"125,001 to 150,000",,,500,500,1000,250,1,0,1,0
True,R_3g6rq1K0BRwBUm7,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,0,0,0,0,0,0,40,0,,0,0,0,0,40,0,0,0,0,,0,Yes,"Air pollution,Spread of diseases,Economic impact",,Every day,,I would be willing to contribute my time,Good health. Beautification ,Chembe,Female,Please state the age in completed years of life,20,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,4,Mother of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,8,"75,001 to 100,000",,Thanks for visiting us this may help to improve  our health hygienic ,3000,3000,1500,1500,0,0,1,1
True,R_OcVmZLTBSkGNw5P,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,3,0,4,0,15,7,11,0,,0,7,0,13,9,5,0,6,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Katukumala,Female,Please state the age in completed years of life,35,No education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,2,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"25,001 to 50,000",,None,2500,2500,5000,5000,1,1,0,0
